,category,title,instructor,price,numofstudents,numoflectures,rating,review,urls
11,교양 · 기타,IT 회사에서 살아남기 위한 모든 개발 지식 A to Z,그랩,44000,827명,총 38개 수업 / 총 3시간 37분,4.6,"""개발자와 함께 협업하는 분들에게는 강추합니다. 너무 유익한 수업이었습니다~!""DELIMITER111 ""좋습니다.""DELIMITER111 ""기초 수준으로 넓고 얕게 훑기 좋은 강의입니다 :)  저자분께서 젊고, 뉴스레터도 발행하시는 등 지속적인 지식 업데이트에 힘쓰고 계셔서 지금의 IT환경이 잘 반영되어있어요! 너무 헤비한 내용보다 전체적으로 두루 훑고 깊게 가시려는 분들에게 추천드려요!""DELIMITER111 ""비전공자가 IT분야 또는 SW개발에 진입하기 위한 아주 기본적이고 필수적인 내용은 매우 쉽게 정리해주었습니다. 강추!""DELIMITER111 ""그랩님!! 좋은 강의 너무 감사합니다. 항상 잘 듣고 있어요. 메일 구독 서비스도 잘 이용하고 있습니다. 👍""",https://www.inflearn.com/course/it-개발지식
12,웹 개발,HTML+CSS+JS 포트폴리오 실전 퍼블리싱(시즌1),코딩웍스(Coding Works),46200,1260명,총 130개 수업 / 총 38시간 39분,4.9,"""학원에서 html/css 한달 수업  듣고 혼자 무작정(;;) 클론코딩하면서 기초가 부족하다는 사실을 깨달아 인강을 결제해서 듣게 되었는데요 제가 정말 궁금해 하던걸 이론강의에서 다 배울수 있었어요ㅜㅜ 이 많은걸 말도 안되는 가격 (학원 수업료의 1/3 정도)에  배울수 있다는 사실이 놀라울 따름입니다!  예제를 따라익히면서 지금 다  익히지 못하더라도 나중에 사이트 제작할때 필요한 부분만 다시 들을 수 있는것도 너무 좋은것 같아요!  이강의는 앞으로 두고두고 듣고 잘 활용 할 수 있을것 같습니다 ㅎㅎ  앞으로 업데이트 될 강의들도 기대됩니다 ㅎㅎ  적게일하시고 많이 버세요!!""DELIMITER111 ""냉정하게 말해드립니다. 모학원 150만원내고 6개월 듣느니 이 강의 5만원내고 그냥 하루2시간씩 1달만 꾹꾹 참고 들어보세요. (2회독추천) 따분한 이론같은거 없이 진짜 알맹이,핵심만 알려줍니다. (F모 온라인강의에서 첫강의에 HTML 역사하는거보고 1초컷 환불함)  보통 온라인 강의하시다 강사분들이 실수하시는게 처음에 천천히하다가 뒤에 실전파트 어려운거나오면 설명하기 귀찮은건지, 페이스가 신나서 빨라지시는건지 모르겠지만 설명하지도 않은 코드쓰면서 속도는 4배속으로 빨라지는데 여기는 처음 페이스 그대로 초심자 맞춰서 끝까지 가줍니다.  난이도? 솔직히 중학교이상 졸업했는데 이 강의가 어려우면 퍼블리싱은 이번생에 인연이 아닌걸로 생각하셔도 될 정도로 친절하고 쉽습니다. 참고로 저는 문과에 C#만알고 HTML,CSS이라는 단어자체가 처음이였습니다.  바라는점 ?  1. 원페이지라도 웹페이지 하나 전체를 퍼블리싱하는 실무가 있었으면 좋겠습니다. (쇼핑몰처럼이라던지) 2. HTML,CSS 레이아웃을 보통 하나하나 만들기보다 어디선가 퍼오던데 그런꿀팁장소도 공유해주시면 감사하겠습니다. (설령 추가결제 강의로 나오더라도 구매의사있음)""DELIMITER111 ""이런강의를 만나게 되서 너무 좋습니다.  모르는 부분 일일이 찾아다니기도 힘들고 회사 선배에게 좀 퍼블리셔에대해 물어보려고 하면 어찌나 생색을 내는지 자존심도 상하고 해서 고민하다가 유튜브에 올려놓으신거 보고 듣게 되었는데 선배가 알려주는거보다 훨씬더 많은 내용이 코딩웍스 강의에 있네요.  코딩하면서 항상 원리를 설명해주시는 영상이라 실무퍼플리싱 업무에 굉장이 많은 도움이 되고 있습니다.  코딩웍스 강의 들으면서 느끼는건데 실무에서 오래 일을 하신티가 많이 나네요.^^   아직 강의를 다 듣지는 못하였지만 업데이트도 계속 해주신다고 하니 너무 감사드리고 열심히 들어보도록 하겠습니다.""DELIMITER111 ""우연히 유투브를 통해 알게 된 후 지금까지 쭉 강의를 듣고 있는데 초심자도 이해하기 쉽게 설명해주셔서 너무 좋았습니다.  제가 다른 분들에 비해 특히 궁금한 점이 많아 질문을 많이 했었는데 그 때마다 친절하게 답변해주신 것도 감사했습니다.ㅎ  다른 부분도 어렵지만 특히 레이아웃을 잡거나 배치하는 부분이 저에게는 많이 어려웠었는데 강의를 한번 다 보고 나니 어느정도 개념이 잡히고 이해가 되기 시작했습니다. 또 실무에서 자주 쓰는 예재들 위주로 강의를 만드셔서 이것도 도움이 많이 됐습니다. 강의시간도 길어서 많은 부분을 배우고 공부할 수 있었던 것도 좋았구요.  좋은 강의 감사합니다ㅎㅎ""DELIMITER111 ""하나하나 자세하게 알려주십니다. 덕분에 재미있게 배우고 있어요. 교재랑 같이 보고 있는데, 이게 또 한몫 하네요.""",https://www.inflearn.com/course/웹-퍼블리싱-이론-실전
13,게임 개발,[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part4: 게임 서버,Rookiss,88000,1728명,총 54개 수업 / 총 18시간 26분,5.0,"""필수 내용들을 쉽게 이해할 수 있었습니다.""DELIMITER111 ""저는 밑바닥부터 쌓아 올리는 공부를 좋아합니다.  쉽지는 않았지만  바닥부터 올라가는 서버 공사는 일품이었습니다. 강사님! 감사합니다.""DELIMITER111 ""와....대박이에요. 파트 10까지 나와도 되고, 파트당 20만원씩 책정하셔도 다 구매할테니 제발 내용 덜어내거나 난이도 조절하지 마시고 자잘한 부분도 포기하지 말아주세요 ㅜㅠ 얼마전에 수강생들에게 단체메일 보내셨던데 내용 굳이 안 덜어내셔도 깊이가 애매해지거나 하지않으니 걱정마시구 (보는 사람이 건너뛰면 되는 문제기도 하지만 정 신경쓰이시면 파트7 이후 외전으로 다루셔도 괜찮습니다..!) 어디에도 이런 강의 없습니다. 저는 이만 팬티 갈아입으러 갑니다..""DELIMITER111 ""정말 좋네요, Rookiss 님 때문에 사교육을 굳이 받지 않더라도 두꺼운 전공 서적을 사서 혼자 끙끙 앓으면서 고통 받지 않아도 취업 준비를 할 수 있을 것 같습니다. 두꺼운 책을 혼자 연구 하는 것도 의미가 있겠지만 그것을 연구한 분이 알기 쉽게 설명을 해주고 중요한 부분만 예제들을 써주시면서 설명을 자세하게 하니 두꺼운 책을 사서 보지도 않을거 선생님의 강의로 대체를 할 수 있는것 같습니다.  ps. DX 12 / 게임수학 강의좀 빨리 출시해주시면 감사하겠습니다. ㅠ.ㅠ 빨리 이 분야에 대해서 공부하고 싶어요 구글에 나오는 것들 너무 어렵습니다. 책도 너무 두꺼워서 구매할 엄두도 안나구요""DELIMITER111 ""학부 과정에서 만든 게임 경험으로 너무 부족한 제 실력을 깨닫고 더 배우기 위해 찾아들었던 이 강의가 정말 계속 더 성장할 수 있다는 것을 깨닫게 해주었습니다. 이번에 ""Rookiss""님과 이력에 있는 회사에 취직했고, 곧 입사 예정입니다. 감사 인사드리고 싶어 이렇게 수강평 남깁니다. 정말로 감사드립니다! 나중에 저도 열심히 잘해서 제 지식을 공유할 수 있는 사람이 돼보겠습니다.""",https://www.inflearn.com/course/유니티-mmorpg-개발-part4
14,알고리즘,코딩테스트 실전 모의고사(with C++) : 대기업 대비,김태원,57750,178명,총 70개 수업 / 총 12시간 14분,4.8,"""기초부터 잘 설명해주셔서 아주 좋아요~""DELIMITER111 ""대기업 코딩테스트 준비를 위해 수강하고 있습니다. 실제 시험을 보듯이 풀고 믿을 수 있는 예제 코드가 있고 설명을 들을 수 있어서 만족하면서 듣고있습니다.""DELIMITER111 ""너무 신중하게 재미있고 집중되게 잘 설명을 하시네요.""DELIMITER111 ""강사님의 다른 강좌도 좋지만 이 강좌도 정말 좋습니다!! 문제해설과 코드해설 두 가지로 나누신게 정말 1석2조의 굿 아이디어 같습니다. 제 경우, 먼저 제가 생각해놓은 방향이 맞는지를 문제해설로 맞추어보고 그 다음 코드가 맞는지를 코드해설로 맞추어 볼수가 있기 때문입니다. 제2차 모의고사 강의도 나오면 정말 좋겠는데 중급이라 그런지 구독자수가 적어 부탁드리기가 죄송하네요 ㅠㅠ""DELIMITER111 ""1탄 결제해서 보고 이번 강의도 구매했는데요. 1편과 비슷한 난이도일 거라고 생각했는데 훨씬 어려웠어요. 스스로 푼 문제가 반도 안되는거같아요 ㅋㅋㅋ 새로운 알고리즘들과 함수 응용법을 알 수 있어서 정말 좋았고 소개에 나와있듯 여기있는 문제들만 제대로 풀어도 앵간한 코테는 다 통과할듯 합니다.""",https://www.inflearn.com/course/코딩테스트-실전모의고사-파트1
15,인공지능,파이썬 머신러닝 완벽 가이드,권 철민,99000,3467명,총 123개 수업 / 총 26시간 32분,4.9,"""주말부터 보기 시작했는데 설명이 정말 자세하네요. 통계 잘 몰라도 현업에서 쓰고 싶은 사람에게 필요한 강의 아닐까 싶어요... 수포자 입장에서... ""DELIMITER111 "" 파이썬 머신러닝 완벽 가이드가 동영상 강의로 나와 바로 구매했습니다. 국내 저자가 쓴 머신러닝 책으로는 최고라고 생각합니다. 책도 설명이 자세해서 도움을 많이 받았는데, 동영상 강의는 설명 뿐만 아니라 코드 해설까지 더 상세하게 되어 있군요. 좋은 강의 감사합니다~  혹시 또 다른 강의도 찍으시면 그것도 듣고 싶습니다! (개인적으로 sql 관련해서 더 들어보고 싶습니다.)""DELIMITER111 ""현재 7장 군집화까지 강의를 들었습니다. 퇴근 후 짬을 내어 공부를 하다 보니 3주 정도 걸렸습니다. 저는 강의, 교재를 모두 구매했습니다. 우선,  머신러닝에 대해 체계적으로 복습할 수 있어 굉장히 좋았습니다. 설명도 깔끔합니다. 책을 보니 얼마나 정성을 들여 집필을 하셨는지가 절실히 느껴졌습니다. 무엇보다 질문을 하면 저자분이 아주아주 상세하고 친절하게 답변해주시는 것이 좋았습니다.   다만, 머신러닝을 전혀 모르시는 분이 듣기에는 적합하지 않습니다. 기초적인 머신러닝 내용을 아시는 분이 수강을 하셔야 합니다.   캐글 Advanced 과정과 같은 저자 분의 다른 고급 강의를 기대해봅니다! 감사합니다. ""DELIMITER111 ""우주 최강이군요. 자세한 설명과 많은 실습 코드로 큰 도움이 되고 있습니다.  진작 알았으면 오프라인 강의로 시간과 돈을 낭비하지 않았을텐데,""DELIMITER111 ""교재가 워낙 자세하게 씌여졌기 때문에, 강의내용은 교재에 있는 내용을 요약하고, program 을 실행하는 내용으로 되어있습니다. 그러면, 굳이 돈을 내면서 강의를 들어야 하나? 라고 생각하신다면....많은 경우의 수가 있겠지만....직장인이라면 강의 강추합니다. 짧은 시간에 높은 효율을 내야 하니까요. ^^""",https://www.inflearn.com/course/파이썬-머신러닝-완벽가이드
16,웹 개발,Vue.js 시작하기 - Age of Vue.js,장기효(캡틴판교),33000,4350명,총 68개 수업 / 총 5시간 25분,4.9,"""아무것도 몰랐던 상태에서 개념정리가 된것같아서 덕분에 잘 들었습니다. 감사합니다!! ""DELIMITER111 ""회사에서 프론트단을 Vue.js로 구현하게 되었습니다. Vue.js에 대한 아무 지식없이 할려니 어렵더군요.. 빠르게 업무에 사용할려고 vue.js 완벽가이드를 구매하여 강의를 들으면서 바로바로 적용하였습니다. 하지만 기본지식이 없다보니 왜 써야 하는지를 모르고 썻던 경우가 많더군요. 기본지식이 탄탄해야 합니다. 새 강좌가 나왔다는 소식을 듣고 바로 구매하여 하루만에 완강을 하였습니다. 또렷한 음성과사용자를 배려하는 디테일한 부분(아이콘 확대, 자막,학습자료등)까지 신경써주셔서 강의 듣기에 좋았습니다.  다음강의도 기대가 됩니다. ""DELIMITER111 ""좋은 강의 감사합니다!, 재밌게 잘 따라할수 있었어요,  추천해 주신 책으로만 보다가 강의를 처음 들어보았는데, 반복학습으로 기초를 잘 이해시켜주시네요~   강의가 너무 많아서 언제 다 듣지 했는데, 집중해서 듣다가 너무 빨리 줄어들어서 아쉬웠어요. 강의에 참고하라고 링크 걸어주시는 부분도 좋았고, 기초를 더 탄탄히 하고싶은 분들에게 추천드릴 강의입니다! 남은 부분 빨리 듣고 중급도 들으러 가야겠어요!""DELIMITER111 ""저는 2년차 접어드는 웹개발자입니다.  사실 저희 회사는 공기업을 주 고객으로 하다보니 javascript, jquery, html, css, spring 을 주로 사용하는데다가, 편집기는 에디트플러스를 주로 사용합니다.  업무에서 주로 위와같은 기술들을 사용하다보니 뭔가 트렌드에서 멀어지는 느낌이 들어서 개인프로젝트는 vue.js로 시작해보고자 이번 강좌 수강하게되었는데, 정말 유익했습니다.  1. vscode 사용법을 알게되어서 좋았습니다. 주로 업무에 에디트플러스를 사용하다보니 너무 적응이되어버려서 변경을 못하고 있었는데 이번 강좌를 통해서 vscode를 사용해보니까 정말 편하네요. 회사에서도 이제 주로 vscode를 사용합니다.  2. 강의하나하나의 시간이 짧아서 조금씩 집중해서 할 수 있어서 좋았습니다. 직장인이다보니 강의시간이 길어지면 조금 루즈해지는경향이 있었는데 이번 강좌는 짧은시간 여러개로 나누어주셔서 집중도 잘되고 뭔가 성취감(?) 이랄까요 그런것도 생기네요.  아직 개인프로젝트에 적용하기는 힘들겠지만 webpack 강좌와 vue.js 공식문서 읽으면서 내공을 좀 쌓아야겠네요.    좋은강의 감사합니다. 중급도 기회가되면 한번 접해보고싶네용""DELIMITER111 ""새롭게 공부하려고 하던 참에, 새로운 강의가 등록되어서 바로 시작했습니다. 내용도 좋고... ^^ 무엇보다도 목소리도 또렸하게, 그리고 화면도 중요 순간에는 확대되어 보여주는 등 구성도 세심하게 신경 써 주셔서 좋네요.  vue 강의로는 역시 캡틴 판교 장기효 님이에요. ^^ ~~ 중급도 배우고 싶어요. ^^""",https://www.inflearn.com/course/Age-of-Vuejs
17,웹 개발,스프링 배치 - Spring Boot 기반으로 개발하는 Spring Batch,정수원,69300,98명,총 108개 수업 / 총 45시간 6분,5.0,"""스프링 시큐리티 강의도 수강하고 믿고 배치 강의도 구매하였는데 정말 너무 좋습니다. 배치관련 강의도 귀한데 스프링 배치 내부 구현까지 깊이 있게 설명해주셔서 이해하는데 많은 도움이 되었습니다. 단순히 이렇게하면 이런 결과가 나옵니다가 아니라 클래스 구성부터 흐름까지 모두 짚어주시고 마지막에 큰 아키텍쳐까지 그려주시니 강의를 얼마나 신경써서 준비하셨는지 한번에 알 수 있었어요. 회사 사수가 직접 옆에 붙어서 가르쳐준다 해도 이보다 자세하게 설명할 수 없어요... 이 강의는 정말 돈 더 받으셔야 합니다... 너무 좋아서 두서 없이 글을 썼는데 여러분들 이강의 꼭 사셔야 합니다""DELIMITER111 ""아키텍처에 대한 이해가 엄청나신 것 같습니다.  특히 디버깅모드로 설명해주시는게 너무 좋네요.  제 주관적인 생각이지만, 가격대비 강의 퀄리티가 너무 어마어마 합니다.   강의 시간도 어마어마하구요.   인프런에서 손에꼽을수 있을 혜자강의인 것 같아요.  스프링 배치를 공부하시려는 분들이라면 강추드립니다.""DELIMITER111 ""스프링 시큐리티 강의와 마찬가지로 디버그를 찍어 흐름을 보여주시는 부분이 정말 좋습니다 강의 시간이 정말 압권이네요  인프런 강의 중 제일 혜자 강의 같습니다 감사히 잘 듣겠습니다""",https://www.inflearn.com/course/스프링-배치
18,프레임워크 및 라이브러리,얄코의 반응형 프로그래밍 - 자바스크립트로 쉽게 배우는 ReactiveX,얄팍한 코딩사전,22550,202명,총 18개 수업 / 총 2시간 40분,4.8,"""Reactive Programming 에 대해 관심은 많았지만, 처음 배우게 되었는데 쉽게 따라갈 수 있게 해주셔서 좋았습니다 !""DELIMITER111 ""just.... take my money.""DELIMITER111 ""반응형 프로그래밍 이라는 ReactiveX 에 대해 듣기만 하다 이번에 충동구매하게 되었습니다.  보통 충동구매를 하면 만족하는 경우가 드문데, 이번 강의는 굉장히 재밌게 들었습니다. 객체지향도 제대로 못하는 코린이라 개념이 조금 어렵게 느껴지긴 하지만, 마지막 재밌는 예제를 한 번 해보겠다는 목표로 열심히 달려왔습니다.  반응형 프로그래밍을 사용할 수 있는 프로젝트를 빨리 만났으면 좋겠습니다. 함수형 프로그래밍에 대해서도 장점을 이전보다 명확하게 알았기 때문에 이전보다 더 적극적으로 함수형 프로그래밍을 써볼 것 같습니다.  저한테 매우 재밌고 유익한 강의였습니다.""DELIMITER111 ""쉬운 설명과 퀄리티 높은 강의자료!""DELIMITER111 ""Rxjs를 이렇게까지 쉽게 알려주는 강좌는 없는 것 같습니다~!""",https://www.inflearn.com/course/얄코-자바스크립트-reactivex
19,게임 개발,[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part4: 게임 서버,Rookiss,330000,477명,총 80개 수업 / 총 41시간 41분,5.0,"""아이들 재워놓고 자기전에 1~2시간 짬을 내 강의를 듣습니다.  강의를 듣기전엔 일과 육아에 지쳐 아무것도 하기 싫은 상태인데, 강의와 VS를 키는데 까지만 성공하면 꿀잼 보장입니다.  서버쪽은 제가 전혀 지식이 없는 분야여서 더 그런지, 드라마 같이 보자는 와이프를 뿌리쳐가며 정말 많은걸 배워가고 있습니다.   알찬 강의 감사합니다.""DELIMITER111 ""처음에는 TCP서버 구성을 위한 뛰어난 커리큘럼 때문에 수강을 했기 때문에, 게임서버를 만들고싶은 생각은 전혀 없었지만 모든 예제가 친게임적으로 진행되다 보니 저도 모르게 게임개발을 하고싶게끔 만드는 강의입니다! 듣다보니 시간적으로 여유가 생길 때 DirectX 강의까지 들어보고 싶게 만드네요!   다만 DB쪽은 ODBC를 통해서 진행되는 과정들이, 하라고 하면 할 수 있겠지만... 너무너무 하기가 싫어서 깔끔하게 포기해버렸습니다!ㅎㅎㅎ 난이도 높음 주의인 락프리큐보다 더 싫었어요... ORM으로 스타트 끊은 사람 입장에서 ODBC 레벨로 내려가기가 너무 싫네요ㅜ 생리적으로 거부반응이..ㅠ 정말 필요하다 싶으면 다시 돌아와서 들어야겠지만, 지금 당장은 DB는 포기하고 TCP서버는 메시지큐 처럼 활용할 생각입니다.  종합적으로 DB제외 하고 다 들어본 결과 상당히 만족스러운 커리큘럼이었습니다. 다만 과정 자체가 상당히 난이도가 높아서 한 번 듣고나서 계속 복습하셔야지만 큰 발전을 이룰 수 있을 것 같습니다!""DELIMITER111 ""GOOD!""DELIMITER111 ""많은 도움이 되었습니다.""DELIMITER111 ""진짜 너무 좋은 강의입니다 ..!""",https://www.inflearn.com/course/언리얼-3d-mmorpg-4
20,알고리즘,자바(Java) 알고리즘 문제풀이 : 코딩테스트 대비,김태원,77000,1096명,총 104개 수업 / 총 22시간 27분,4.9,"""이해가 잘되게 설명을 잘 해주셔서 많이 배웠습니다. 추천합니다~""DELIMITER111 ""기초가 탄탄해졌어요!!! 너무 감사합니다.""DELIMITER111 ""강사님 설명을 잘 하셔서 이해가 잘 되고 알고리즘 기초를 다질 수 있어서 좋았습니다.  채점 사이트가 제공되서 좋은데, 다만 아쉬운 점은 어느 순간 부터 시간이 오래 지나면 세션이 만료된건지? 로그인이 풀려서 강의 링크를 통해 다시 채점사이트로 들어가야해서 조금 불편한 점이 있었습니다.""DELIMITER111 ""문제해결능력을 기른것 같습니다. 감사합니다.""DELIMITER111 ""매우 좋아요""",https://www.inflearn.com/course/자바-알고리즘-문제풀이-코테대비
21,데이터베이스,mongoDB 기초부터 실무까지(feat. Node.js),김시훈,77000,410명,총 111개 수업 / 총 11시간 56분,4.8,"""5년차 자바 개발에서 노드몽고DB로 전향하려고 공부중이였는데 많은 도움이 되었습니다.  많은 자료 인강을 통해 공부해왔는데 이자료가 가장  으뜸이였습니다. 앞으로도 좋은 강의 부탁드리겠습니다.""DELIMITER111 ""이해 하기 쉽게 잘 가르치십니다ㅎㅎ 다만, 디비 개념이 아에 없으면 중간에 멍해질 때 있음ㅎㅎ 추천 !""DELIMITER111 ""MongoDB를 잘 몰랐었는데 쉽게 알려주셔서 감사합니다.""DELIMITER111 ""강의 구성도 알차고 질문 답변도 정말 잘해주십니다! 많은걸 배울 수 있었네요 감사합니다!""DELIMITER111 ""정말 많은 도움이 되었어요. 강의를 들으면서 그동안 몽고디비를 몽고디비답게 사용하지 못하고 있었구나 싶어요. 다음 프로젝트부터는 배운 것을 적용해보겠습니다. 감사합니다.""",https://www.inflearn.com/course/몽고디비-기초-실무
22,교양 · 기타,비전공자를 위한 개발자 취업 올인원 가이드 [통합편],한정수,57750,997명,총 81개 수업 / 총 22시간 22분,4.9,"""- 장점: 단순한 코더가 아닌 아닌 ""개발자""가 되는 방향을 가르쳐 주심, 풍부한 참고 자료(무료 다수), 취업 방법 그리고 그 이후까지의 강의를 보면 정말로 ""올인원"" 가이드가 맞음, 진심으로 만드셨다는 것이 느껴지는 강의 퀄리티, 강의 업데이트가 계속 있어서 사후 관리가 확실함 - 단점: PPT가 제공되지 않음, 팩폭 주의(호불호 갈릴 수 있음), 전체 강의 분량이 긴 편(필요한 부분만 들어도 괜찮아요), 지식 공유자 분께서 백엔드 개발자이시기 때문에 웹 개발에 대한 부분이 많음(다른 분야 상대적으로 적음) - 개인평(스킵 가능): 저는 전공자이지만 아싸로 학교를 졸업해서 전공자로서의 혜택이나 경험이 없는 사람입니다. 그래서 취직할 때 매우 막막해서 이 강의를 듣게 되었습니다. 공부할 방향, 마음 가짐 등은 정말로 저에게는 큰 도움이 되었습니다. 이름만 ""비전공자를 위한""이지 사실상 개발자가 되고 싶은 모든 분들이 들으셨으면 하는 강의입니다.    - 3줄 요약     1. 개발 공부를  하기 전 마음 가짐부터 취업  이후까지 확실하게 다뤄주신다.     2. 개발자로서의 시작도 제대로 해야 한다는 것, 그리고 이력서, 포트폴리오 작성 방법, 지원 방법도 알려주신다.     3. 비전공자에게도, 전공자이지만 취업이 막막한 사람에게도 확실한 도움이 된다, 정신적으로도.  마지막으로 훌륭한 강의를 올려 주신 지식공유자님께 진심으로 감사드립니다.""DELIMITER111 ""올해 2월 비전공자로 서비스 회사 개발자가 되기로 마음을 먹었습니다. 주변에 아는 개발자도 없고 이쪽 분야에 대해서는 지식이 거의 없는 상태였기 때문에 뭘 어떻게 찾아야 할지 정말 막막했습니다.  우연한 기회로 한정수 님의 블로그를 발견했고 한정수 님의 2018 회고를 읽고 많은 동기 부여가 되었습니다. 이후 여러 부트캠프와 국비학원 중 저울질을 하다 가장 빠르게 시작할 수 있는 국비학원에 다니게 되었고 지금 수료를 한 달 앞두고 있습니다.  저희 국비학원은 5개월 동안 세미프로젝트와 파이널프로젝트 두 번에 걸쳐 프로젝트를 진행하게 됩니다. 한동안은 국비학원 수업 진도를 따라가느라 간단한 복습밖에 하지 못하였는데 세미 프로젝트가 끝나고 나서 정신이 번뜩 들었습니다. 취업을 위해서 무엇을 어떻게 준비해야 할지 로드맵이 전혀 세워지지 않았기 때문입니다. 국비학원에서 취업 지원을 해주긴 하나 전부 SI /SM 회사들을 목표로 하여 지원이 진행되었고 이는 제 목표와는 달라 많은 고민이 있었습니다.   그러던 중 이 강의를 찾게 되었고 바로 결제해서 완강했습니다. 국비학원을 들어가기 전에 이 강의를 들었다면 지금보다 더 수월하게 취업을 준비했을 것 같다는 아쉬움이 큽니다. 강의를 정말 열심히 준비하셨다는 게 느껴졌고 링크를 통해 제공해주신 자료들도 아무것도 모르던 저에게 뼈와 살이 되는 내용들이었습니다.   비전공자로서 개발자가 되기 위한 전체적인 로드맵을 알고 싶다면 이 강의를 꼭 한번 들어보시길 추천합니다. 이 강의를 다 듣고나서 국비학원 동기들과 주변 친구들에게 이 강의를 많이 추천했고 저도 마음이 약해질 때마다 들어와서 강의를 다시 보곤 합니다. 이런 강의를 열어주신 한정수 님께 감사의 말씀을 드립니다.""DELIMITER111 ""전 비전공자 예체능 출신으로 작년에 국비지원 학원에 다니기 시작해 올해 국비 수료를 앞두고 있는 30살입니다. 제가 강의를 듣는 내내 절절히 느꼈던 건, 국비 수료/취업 이전에 이 강의를 알게 되어서 오조오억번도 넘게 다행이다, 입니다.  더 솔직히 말하면, ""국비학원에 다니기 전에 이 강의를 알았다면 훨씬 더 좋았겠다"" 구요. ㅎㅎ  돈이요? 정말 1도 아깝지 않습니다. 이런 강의라면 몇 배를 주고 결제하라고 해도 할 거에요. 모든 파트마다 정말 세세하게, 듣다 보면 이런 것까지 알려주나? 싶은것도 친절하게, 상세하게 알려주실 뿐더러, 뱉는 말씀 한마디마다 진심으로 듣는 분들을 위해 모든 정성을 쏟고 있다는게 너무 느껴져서 감동받았어요. 게다가 내용은 그 정성 이상으로 알찹니다.  특히 저같은 비전공자분들(제 생각엔 전공자도 마찬가지..일듯?)은, 어디 가서 알고 싶어도 알기 힘든 것들을 너무 손쉽게 알 수 있음에 더 놀라실거라고 확신해요.  공부와 취업 자체에 막막함을 느끼고 어디서부터 손을 대야할지 몰라 마음고생 몸고생 하셨던 분들께, 정말 퍼펙트한 가이드라인이 될 수 있을 뿐더러, 어떤 길로 가야 빠른 길인지, 어떤 방향들이 있는지, 내가 정한 방향성에 맞춰 가려면 어떻게 해야하는지를 수저로 한 술 한 술 배가 터질때까지 떠먹여주는 그런 말도안되는 강의라고 생각해요. 진짜 솔직히 이런 강의가 현실세계에 있다는게 더 신기..놀라움..대단..멋져..짜릿해!!  다른 분들이 후기에 강의 내용에 대한 리뷰는 열심히 해주실테니 ㅎㅎ 저는 열심히 주접이나 떨다 가려구요 ㅋㅋㅋ   강의 말미에 이르러 강사님은 이미 제 마음속 커다란 멘토 중 1분이 되셨어요.  강사님께 정말정말 진심으로 감사드리고, 현재 좋은 서비스회사에 취업하기 위해 여얼심히 노력하고 있으니, 언젠가 꼭 현업에서 뵐 수 있기를 바래요!! 그때 꼭 아는척할테니 반갑게 인사해주시면 감사하겠습니다 ㅋㅋ""DELIMITER111 ""취준하면서 다른 분들의 강의들도 많이 봐왔지만 단연 여태까지 본 강의중 제 개인적인 생각으론 최고였습니다. 강사님의 전자책도 수강하였는데,  영상강의에서는 훨씬 더 많은 내용이 다루어졌고, 강사님의 생각도 좀더 디테일하게 들을 수 있어 더 이해하기 쉬웠던거 같습니다. 담고있는 유익한 정보에 비해 낮은 가격으로 강의를 오픈해주셔서 감사할따름입니다.   학습하기 파트에서 input을 얻는 방법들이나 트윗덱 활용방법이 정말 유용했습니다. 포트폴리오에 대해 많이 스트레스를 받고있었는데 강의를 본 후에는 어느정도 감을 잡을수있어서 너무너무 좋았습니다. 벽에 부딪혀 좌절하고 또 마음다잡고 도전하길 반복하는중이였는데 갈팡질팡하는 제 고민들이 많이 해결되었습니다.   정말 감사합니다... 열심히 복습하고 또 복습해서 좋은 소식 전할수있는 그날이 왔음합니다 :) 강의 정말 최고입니다 ㅎㅎㅎ 감사합니다 ^^""DELIMITER111 ""비 전공자로서 2년 전 대학 휴학 후 진로에 대한 고민 끝에 개발자가 되기로 마음을 먹었습니다. 이 강의를 2년 전에 들었다면, 제대로 된 방향성을 가지고 기초 수준도 아직 못 뗀 현재 프로그래밍 실력이 월등히 늘었을 것이라고 생각되네요. 지금부터라도 잘 정리해 주시고 설명해주신 정보들을 잘 활용해서 좋은 개발자가 되겠슴다! 정말 감사합니다 ^-^ 잘 정리해주신 관련 링크들(블로그 ,u-tube 등) 보면서 정말 감동했습니다..  인생 터닝 포인트 강의를 만난 것 같습니다!""",https://www.inflearn.com/course/개발자-취업-통합편
